ID	S002_FU3	S002_FU4	S002_FU5	S013_FU1	S013_FU2	S013_FU3	S017_BL	S017_FU1	S017_FU2	S020_NTS1	S020_FU4	S020_FU5	S029_BL	S029_FU1	S029_FU2	S007_BL	S007_FU1	S007_FU2	S007_NTS1	S007_FU3	S007_FU5	S008_FU1	S008_FU2	S008_FU3	S009_BL	S009_FU1	S009_FU2	S009_FU3	S009_FU4	S019_BL	S019_FU1	S019_FU2	S019_FU3	S019_FU4
cg06098276	0.906084579	0.881222473	0.935190072	0.879938	0.942601208	0.925852053	0.932194837	0.900867774	0.928334673	0.901981768	0.798499517	0.870657484	0.947761038	0.949940219	0.891341455	0.942853656	0.952570968	0.917493828	0.939751811	0.926556485	0.876919548	0.626416316	0.692032724	0.783086824	0.922231316	0.878746377	0.869762581	0.923262015	0.707051135	0.528176221	0.804987505	0.628088042	0.535603491	0.40398234
cg06103243	0.120806156	0.177216068	0.116794347	0.128437489	0.151305077	0.091934867	0.074016687	0.14952206	0.117318527	0.129008471	0.090736995	0.079831438	0.106205769	0.082617056	0.102002435	0.285715512	0.155001496	0.113805265	0.187824719	0.102871783	0.08431461	0.33501254	0.443226179	0.220484751	0.067053948	0.119468014	0.132549783	0.106458919	0.193731132	0.42122812	0.10155224	0.294017608	0.499519455	0.540287556
cg06105694	0.14575459	0.25025501	0.207760992	0.063340677	0.258138014	0.105470528	0.057495244	0.082834493	0.112951639	0.187970814	0.110892908	0.090239457	0.190447641	0.107027367	0.139178591	0.302191222	0.206828589	0.21635022	0.317635569	0.136990463	0.126927408	0.425762978	0.465569996	0.319054597	0.040079301	0.057597198	0.120955341	0.097097284	0.295967812	0.411825901	0.25148476	0.204958684	0.342513556	0.382469301
cg06110297	0.226095061	0.159014958	0.174104142	0.055903375	0.120861704	0.035775544	0.040495598	0.065241423	0.033595775	0.034383708	0.061787032	0.074116794	0.107689725	0.022606617	0.162314956	0.060201748	0.013111306	0.09569568	0.121740682	0.035085963	0.017897092	0.362582869	0.409334852	0.326762271	0.087106491	0.093274468	0.065355692	0.050425337	0.209045288	0.394250277	0.134291582	0.36614889	0.412680711	0.401039651
cg06118384	0.020329849	0.033416893	0.019906576	0.015151064	0.029093032	0.018715878	0.014793536	0.016094096	0.014971044	0.016013023	0.01485542	0.012943649	0.019964475	0.015838885	0.025145104	0.027639338	0.023693804	0.020110917	0.045843644	0.014685534	0.013512493	0.238342515	0.312304597	0.193617422	0.017250183	0.015202001	0.016076713	0.015336191	0.130986989	0.336370218	0.028068333	0.281709691	0.528385083	0.540823737
cg06123346	0.66826433	0.541567664	0.686923309	0.699437501	0.545630738	0.690776776	0.789111949	0.694770386	0.750007982	0.656180502	0.711832394	0.628176532	0.635906743	0.736175028	0.613534886	0.418935337	0.507732434	0.448143811	0.397919705	0.425166948	0.439367735	0.593294124	0.606230269	0.579252753	0.701343648	0.795140339	0.717131571	0.724827012	0.65326083	0.354667739	0.465526621	0.439801694	0.290399802	0.262188714
cg06127885	0.2115361	0.26737846	0.280866231	0.090196836	0.271140446	0.180031644	0.247018845	0.210112174	0.220792928	0.261607589	0.146752782	0.117000029	0.295413978	0.36338222	0.25465477	0.225598949	0.196164402	0.226087709	0.26198607	0.151750115	0.167547859	0.309266349	0.346404201	0.332470406	0.266548739	0.348629169	0.304049723	0.308027299	0.328181237	0.416077733	0.335882179	0.378804919	0.516599581	0.526328116
cg06133110	0.150434606	0.163792082	0.138562024	0.057871533	0.209954719	0.170707452	0.0870124	0.237704545	0.130715371	0.187389287	0.112322936	0.181655971	0.147148398	0.192877353	0.160226251	0.268179907	0.339328843	0.170416428	0.291893314	0.134753204	0.130254221	0.319414604	0.329626666	0.22571804	0.103004152	0.125718058	0.11266571	0.267912596	0.186490585	0.56986278	0.247121778	0.360982649	0.559637386	0.601057369
cg06133145	0.115744149	0.197818781	0.078409613	0.087022522	0.123397924	0.132132538	0.121105241	0.123444444	0.112146797	0.169715242	0.113101181	0.115165943	0.073858006	0.201285429	0.251211272	0.127387578	0.11309054	0.089010187	0.143091735	0.109645463	0.155863038	0.259727801	0.414422106	0.225652196	0.097040052	0.127399905	0.121192392	0.12802149	0.165524012	0.334633606	0.112716322	0.180902461	0.40238356	0.329504763
cg06133205	0.137504992	0.17657759	0.138029653	0.163351935	0.311091531	0.141125554	0.06328036	0.104674722	0.200918682	0.151545059	0.091613106	0.127012559	0.265834904	0.11352911	0.122830892	0.471020659	0.188101019	0.19778839	0.289230288	0.181916461	0.113302333	0.380750266	0.438594483	0.342833511	0.080590309	0.094908271	0.189564496	0.058504327	0.148101762	0.309197243	0.331480991	0.274079401	0.409743962	0.366665113
cg06135689	0.230972915	0.26056306	0.282482171	0.153607426	0.357978944	0.086853147	0.223865795	0.265894626	0.140387787	0.468043416	0.226823037	0.363385318	0.257098022	0.220392977	0.191689277	0.281390018	0.176015409	0.311063291	0.41628741	0.241258732	0.227177818	0.436505657	0.435795581	0.288379028	0.23831175	0.32219595	0.232807648	0.185352622	0.32338593	0.390395658	0.325274954	0.387404026	0.535653726	0.528881861
cg06148264	0.065737428	0.075639682	0.05615546	0.145990494	0.15743779	0.084131439	0.092902118	0.199663121	0.045324557	0.092069954	0.077767965	0.074272982	0.085075158	0.133119277	0.071477213	0.15686797	0.156901107	0.046426143	0.124213349	0.08000726	0.042677779	0.244198691	0.36360545	0.171681166	0.049386477	0.06189952	0.081012272	0.149535585	0.151580815	0.223274267	0.095357206	0.128320396	0.323354715	0.274524358
cg06155229	0.23215038	0.340052983	0.320194256	0.064644904	0.108720162	0.096819299	0.181946158	0.141391214	0.214133686	0.141310491	0.104763137	0.128991994	0.394406758	0.204686849	0.270937969	0.10146534	0.10769119	0.144317215	0.148430709	0.096818888	0.084106045	0.240564395	0.141901748	0.186616933	0.283247852	0.207556198	0.330127187	0.210633699	0.117194409	0.125628993	0.318332791	0.129596321	0.071409204	0.101304824
cg06181069	0.156186753	0.24580045	0.20365486	0.109205632	0.36240402	0.061290898	0.133286431	0.099041093	0.081013775	0.170676069	0.08571592	0.153128635	0.215646301	0.133937685	0.173906887	0.298220365	0.136990483	0.217725933	0.345378222	0.175600123	0.127907137	0.332334221	0.41025149	0.255546026	0.076222514	0.119322486	0.163489379	0.20753511	0.211115649	0.218302794	0.318787251	0.178134057	0.352580175	0.355730149
cg06183338	0.124829034	0.088475296	0.081512767	0.070761804	0.099231254	0.064688295	0.099381466	0.115087793	0.087295036	0.070295213	0.067736611	0.084197979	0.075202356	0.060246462	0.095643192	0.080893275	0.06583435	0.080892815	0.09020379	0.06223214	0.083582669	0.391868463	0.492856662	0.171573806	0.092908103	0.062629272	0.102095911	0.067753784	0.202404295	0.382721981	0.094829388	0.232555492	0.488551148	0.582326063
cg06188744	0.163304821	0.30978221	0.186528265	0.14668451	0.280035718	0.113611301	0.121927942	0.194470164	0.115038058	0.142374311	0.095183438	0.188045959	0.282745112	0.18448267	0.238205806	0.435695043	0.249068429	0.308492298	0.305324254	0.20146535	0.179054175	0.435292831	0.442611526	0.243774021	0.194856718	0.147871541	0.144572731	0.113446623	0.227154591	0.248787809	0.359109667	0.245941565	0.395314741	0.339568239
cg06191348	0.706488858	0.811417321	0.79865769	0.797813504	0.856726068	0.802963938	0.871618598	0.791387776	0.872899841	0.891431757	0.872754999	0.844600705	0.875088729	0.784078888	0.855875129	0.768487604	0.791990027	0.862382341	0.853028465	0.851456932	0.876214065	0.866004157	0.842080594	0.864072278	0.864388512	0.851939495	0.832448569	0.741025839	0.781399962	0.62961764	0.816285659	0.678801972	0.60054848	0.488458705
cg06215984	0.060218266	0.114954374	0.041355771	0.12282298	0.032259487	0.065936716	0.074579726	0.057563568	0.098333215	0.097036992	0.112374247	0.094219362	0.031263289	0.0761223	0.068362501	0.293828949	0.121701982	0.023868354	0.027555226	0.107787016	0.059837714	0.334260349	0.422478266	0.235442375	0.039382343	0.048749933	0.118928215	0.042070361	0.193667	0.428491969	0.032395907	0.406961935	0.555425746	0.580462223
cg06218678	0.768573002	0.77713547	0.81810227	0.785154153	0.725505932	0.807567747	0.823904967	0.747099485	0.806398099	0.784812037	0.709053455	0.77872401	0.777023237	0.739301125	0.816656754	0.852126497	0.803191439	0.809329143	0.74800121	0.782614153	0.78457514	0.498401373	0.437063481	0.657447042	0.814617464	0.83770695	0.759351976	0.747589312	0.649885582	0.313796128	0.722633793	0.41247743	0.210211121	0.212757942
cg06228763	0.702372738	0.716875505	0.745058136	0.792936673	0.598594241	0.702870559	0.818262109	0.737511005	0.838512901	0.779869837	0.678998022	0.694955975	0.794006299	0.868079155	0.804131596	0.64257225	0.801502397	0.733704667	0.623242048	0.712930835	0.766343941	0.776113129	0.826364362	0.750011784	0.801983072	0.822924822	0.756990583	0.807813016	0.75574294	0.543379753	0.67071683	0.601916551	0.416551079	0.472423216
cg06246094	0.191716422	0.172265948	0.199009004	0.294669276	0.311140513	0.174820284	0.200877879	0.257339297	0.218834842	0.228711006	0.294291225	0.220509306	0.272742647	0.259551613	0.289363539	0.350149947	0.34184006	0.235204885	0.279897421	0.183679328	0.192316023	0.321831287	0.352374873	0.309796326	0.228205368	0.263195991	0.269167738	0.2510478	0.321017139	0.415389126	0.314154535	0.392107823	0.521464089	0.470789222
cg06277657	0.113134592	0.194666175	0.159876265	0.036998622	0.123884044	0.027383864	0.047305154	0.078176455	0.05453441	0.095088435	0.054860813	0.040518527	0.086649043	0.088749483	0.11670621	0.29813034	0.219035106	0.106575268	0.125055312	0.087852946	0.067972287	0.289640303	0.397027435	0.202790292	0.079206878	0.081035609	0.075795585	0.154004033	0.193406142	0.418274627	0.096944512	0.374188178	0.593414999	0.563123128
cg06282802	0.856665996	0.820501253	0.832039657	0.849056793	0.844827402	0.891786665	0.913751025	0.864503314	0.859675511	0.925863167	0.858912978	0.892900512	0.818487603	0.8178687	0.885698411	0.561081399	0.53598919	0.593496676	0.61819831	0.673129793	0.573908343	0.740754231	0.694858996	0.769037374	0.783394824	0.763680775	0.725799686	0.783139895	0.760362752	0.611184618	0.832837703	0.721898379	0.53256548	0.528917252
cg06312072	0.4833357	0.550582701	0.624882251	0.678858084	0.585084844	0.589323378	0.20997592	0.199203036	0.174160299	0.386191989	0.426310921	0.396806261	0.46891524	0.385300671	0.388110195	0.300425265	0.399957864	0.250658139	0.344800957	0.223227307	0.187896358	0.568229075	0.434795544	0.506479053	0.414540649	0.530203214	0.447109016	0.353915776	0.313874152	0.332083668	0.179252531	0.194300453	0.384710762	0.279564013
cg06314333	0.038086771	0.04467011	0.028857124	0.028713492	0.024816679	0.039103325	0.025647721	0.024091837	0.033063846	0.031992127	0.017329899	0.025549828	0.039547121	0.022226478	0.046615465	0.052469435	0.074311536	0.035268258	0.054417835	0.026106395	0.032836798	0.092441867	0.194003147	0.159640455	0.031232242	0.017571883	0.048759719	0.029364981	0.094967709	0.223170413	0.026719035	0.227616752	0.404863941	0.379179343
cg06320380	0.071014042	0.072263348	0.085129469	0.143570092	0.080718357	0.061957182	0.05596448	0.193772499	0.100302433	0.052535313	0.077838855	0.120744641	0.071295031	0.0940213	0.095319977	0.119896786	0.233380087	0.087127562	0.120432794	0.104657392	0.120667078	0.256355126	0.386132622	0.194574209	0.070313048	0.06027659	0.091176597	0.060055124	0.136905504	0.233940884	0.109976416	0.132827694	0.342394584	0.323916524
cg06335918	0.055063028	0.090912142	0.017718228	0.019762031	0.016063334	0.012595267	0.016305991	0.021774048	0.01692831	0.015570999	0.012765479	0.027301821	0.017057069	0.018542958	0.037090519	0.025796351	0.018434284	0.013459687	0.015792511	0.013622252	0.016869806	0.213446354	0.282607013	0.244615871	0.021389321	0.019034618	0.020729683	0.018704883	0.064638203	0.026948864	0.01948226	0.03547728	0.032526041	0.038629861
cg06338710	0.756010522	0.861926228	0.881724169	0.533463583	0.800304278	0.539436027	0.783178866	0.583833473	0.719102325	0.720677181	0.67683044	0.622186608	0.910406595	0.719685082	0.806971311	0.836386932	0.715456188	0.853102288	0.865563806	0.793882627	0.80412733	0.836423428	0.778494777	0.777087191	0.90685791	0.752148618	0.834270682	0.648380005	0.769801587	0.842359379	0.919828559	0.806265802	0.839628059	0.757847876
cg06339706	0.865127273	0.88702849	0.867860194	0.912152817	0.882852573	0.868118314	0.887054113	0.897543354	0.881785486	0.888501254	0.882125988	0.82604341	0.898082523	0.853583689	0.896336325	0.919768747	0.81316894	0.894248552	0.873999279	0.875947357	0.856768087	0.907487574	0.879508523	0.837298729	0.906219983	0.903174235	0.892005272	0.884778847	0.866059523	0.72465376	0.888856826	0.778718557	0.759998505	0.78428461
cg06380725	0.908364549	0.929819882	0.922447043	0.888848483	0.876332714	0.896220275	0.898485688	0.88825792	0.879776006	0.930385665	0.882300882	0.909911729	0.91212676	0.899434785	0.887434155	0.909021858	0.860006997	0.881557961	0.859679187	0.907935219	0.91896856	0.882516143	0.873404025	0.897115601	0.918139258	0.899532754	0.908516256	0.885963369	0.898746934	0.874176598	0.892448623	0.87569141	0.884386888	0.873572038
cg06382559	0.068117311	0.096550151	0.059448268	0.162733016	0.156232045	0.020403165	0.078495716	0.199835424	0.129803564	0.030326967	0.02618377	0.075062647	0.118987469	0.107055749	0.107305568	0.155516269	0.170341819	0.282626398	0.265127264	0.249299906	0.17862412	0.244500621	0.297056837	0.207789473	0.05115709	0.076288314	0.028865098	0.016663148	0.091208758	0.272229444	0.062585141	0.220499738	0.365729274	0.292382356
cg06390536	0.099415744	0.156727524	0.094971053	0.034923701	0.093303359	0.02570144	0.045903472	0.026711098	0.050587479	0.064061421	0.030299846	0.09679866	0.079113978	0.110497966	0.060133887	0.081340275	0.049446809	0.063858979	0.074498343	0.041790934	0.040803159	0.363552073	0.451967882	0.246555874	0.035682584	0.064110088	0.049021096	0.037504444	0.280991465	0.511335648	0.070828967	0.446753462	0.63741783	0.59875109
cg06394247	0.144516523	0.220486921	0.111604644	0.045024833	0.163142447	0.054286645	0.094608258	0.11177143	0.077330272	0.116607955	0.0614222	0.08064734	0.186701688	0.14584623	0.203101261	0.216903187	0.102419433	0.202910502	0.246128924	0.137272442	0.116017157	0.456286605	0.476938798	0.39348694	0.148714759	0.052595335	0.210382729	0.182193805	0.249179827	0.356065289	0.12439362	0.306298465	0.569743742	0.532875943
cg06400301	0.573286089	0.582191136	0.587599328	0.523833689	0.580644457	0.514624804	0.575136617	0.591866928	0.777339335	0.681481277	0.540120092	0.602751448	0.677177368	0.583096177	0.625598897	0.569480674	0.656000946	0.635009856	0.560665914	0.685150439	0.625648685	0.510552986	0.387613424	0.575669477	0.688347104	0.716316571	0.605187457	0.55579749	0.567266987	0.546042493	0.599502796	0.554598146	0.336096486	0.345317018
cg06405186	0.22196003	0.309220399	0.067070986	0.123873869	0.064643835	0.078882301	0.030126694	0.315008351	0.174549264	0.104275796	0.104230662	0.19537894	0.05773617	0.23979673	0.101683777	0.154083274	0.293442821	0.049152149	0.107320077	0.108712538	0.091526789	0.438755339	0.476091181	0.307902962	0.032814574	0.054906487	0.159778225	0.056865669	0.31994782	0.504518666	0.059735539	0.335941328	0.568725648	0.576048829
cg06410191	0.072816101	0.121741314	0.115855043	0.083251038	0.121229216	0.08724547	0.096694296	0.100123051	0.114135615	0.08824298	0.067668405	0.063463713	0.09824974	0.074976322	0.092748328	0.185838501	0.164140507	0.113469127	0.134915386	0.063402135	0.068757045	0.196164308	0.264312186	0.22656599	0.07567742	0.148681993	0.122656085	0.053862136	0.173877432	0.280199699	0.180902233	0.201593106	0.396916575	0.371986703
cg06410537	0.084732302	0.097852883	0.040448359	0.054157535	0.068832785	0.031649334	0.039046456	0.067402781	0.042975566	0.036477086	0.037157513	0.073277647	0.069080985	0.082737288	0.054952908	0.063697443	0.109268993	0.059988932	0.072883164	0.032404629	0.047366477	0.217854114	0.28978683	0.186569299	0.058760509	0.050161244	0.06464286	0.116134066	0.203829778	0.44339408	0.082174942	0.309151081	0.498507018	0.520388892
cg06427779	0.226499574	0.233882611	0.2295631	0.267287752	0.252567278	0.147278596	0.151353109	0.234735576	0.196722364	0.257850236	0.245868444	0.295851815	0.246780898	0.199107933	0.288345098	0.17434329	0.236593789	0.267542907	0.316141865	0.174503537	0.164198802	0.480780787	0.529276333	0.382463471	0.186437199	0.258579065	0.234331654	0.234297643	0.274866985	0.413199077	0.292158986	0.331698908	0.509147723	0.495562318
cg06433023	0.12272081	0.228342668	0.16925559	0.170470671	0.266579446	0.135983985	0.166022872	0.205138167	0.179368977	0.215558376	0.156827005	0.210050678	0.193787178	0.193826071	0.198732542	0.419671261	0.180846129	0.200434378	0.279216531	0.225633053	0.175192577	0.175602327	0.268565621	0.214321431	0.153018873	0.161185796	0.146854118	0.208701184	0.22920895	0.240582786	0.241020774	0.265739449	0.500781588	0.503987667
cg06452665	0.054895758	0.042368683	0.036426449	0.050836969	0.069662985	0.030791702	0.056949849	0.038142687	0.035012644	0.053034605	0.073340153	0.04558614	0.041807256	0.028295432	0.040313012	0.101255785	0.051464951	0.100274453	0.185080721	0.061865977	0.042510695	0.425326333	0.517537722	0.316406903	0.050917708	0.039453663	0.103848324	0.030033213	0.341481971	0.362556815	0.120636029	0.277819885	0.469107177	0.497610247
cg06453916	0.216772622	0.30189684	0.372266194	0.17881574	0.421381361	0.134856828	0.067431001	0.251247396	0.17802544	0.282634713	0.114141597	0.148860138	0.283571247	0.424306021	0.232380187	0.311713159	0.315975931	0.293854843	0.409821068	0.190065849	0.183915466	0.333466674	0.319203857	0.20013091	0.123154121	0.203145379	0.224259591	0.261519351	0.150978752	0.191600853	0.355503502	0.207743016	0.283405673	0.24460534
cg06470424	0.893883852	0.907168275	0.882662776	0.86072617	0.89445336	0.886454636	0.856001753	0.877177711	0.917607641	0.908528406	0.892162859	0.874305693	0.907378706	0.863645494	0.853688809	0.747483585	0.871654861	0.896728755	0.876773381	0.883604151	0.876747705	0.846197003	0.832548182	0.8669709	0.881018404	0.872846824	0.900830314	0.873655385	0.883922877	0.843288085	0.889617763	0.842365024	0.82950401	0.801459358
cg06483559	0.755686866	0.670334898	0.739532269	0.747709226	0.606905718	0.772718818	0.755227747	0.74300611	0.740430835	0.725015706	0.672779329	0.648649319	0.748271255	0.693195223	0.746217799	0.671568195	0.761501209	0.734117628	0.629021301	0.743623486	0.766373354	0.675144738	0.556343154	0.636436293	0.811352771	0.770399163	0.786495459	0.761126886	0.697643089	0.485792936	0.713799746	0.580246105	0.408112686	0.399968628
cg06488957	0.065112264	0.113792611	0.069444411	0.050165842	0.056214671	0.040037816	0.031764716	0.074987443	0.0412474	0.075406336	0.038720034	0.043921995	0.04920887	0.048855947	0.063387381	0.109868077	0.085568389	0.044504588	0.048621963	0.060982611	0.045530345	0.263359453	0.280670994	0.207114549	0.037930953	0.044462528	0.036315879	0.079833593	0.178013294	0.266723351	0.048505694	0.266594865	0.45194402	0.417316647
cg06490225	0.146782853	0.281319339	0.249805489	0.21287113	0.317783687	0.150613832	0.494426202	0.479108028	0.44529029	0.312234	0.241228969	0.253972603	0.313123548	0.244831592	0.303489871	0.315411428	0.2537141	0.227195966	0.239862272	0.152959933	0.165898177	0.384945082	0.43431145	0.347071496	0.304688402	0.35809532	0.33772169	0.35890241	0.387369812	0.351103508	0.289905663	0.27100422	0.259160637	0.424743977
cg06498232	0.074295543	0.057339046	0.076601256	0.09559534	0.041628378	0.0845329	0.068381877	0.210964873	0.07619122	0.125744961	0.140262627	0.13645465	0.044018921	0.175642922	0.080790541	0.129304635	0.108841478	0.055964728	0.061479304	0.086544719	0.053602274	0.301872672	0.388548673	0.228494308	0.026709327	0.039421954	0.069636573	0.094955677	0.158225339	0.202974956	0.055144734	0.224219893	0.307918872	0.288778532
cg06499262	0.101486159	0.12908513	0.130237598	0.114546697	0.075692014	0.148683791	0.096880915	0.307044581	0.142696092	0.17336416	0.265024944	0.195405043	0.065895316	0.348298256	0.129043873	0.277384679	0.254131059	0.049642367	0.051042722	0.080556007	0.093370038	0.180747165	0.360711696	0.199525759	0.074037407	0.090055102	0.134239481	0.09236202	0.12507195	0.456413942	0.0716289	0.289128568	0.550367817	0.668783512
cg06535308	0.064368912	0.108984608	0.05480452	0.037085422	0.103730709	0.040941655	0.102755796	0.07949514	0.093835885	0.095502992	0.079290481	0.135434396	0.077375757	0.038930127	0.07657899	0.348496092	0.104767405	0.08495002	0.110184041	0.046397299	0.078582863	0.295736746	0.384325479	0.205718944	0.092267609	0.129100158	0.076744024	0.069971293	0.168325439	0.270494707	0.060629352	0.19772845	0.430898707	0.371411744
cg06537680	0.020543752	0.027827944	0.011002875	0.011069285	0.011208923	0.011939319	0.012357872	0.017115438	0.013752134	0.013413672	0.015177133	0.01447052	0.017201204	0.014155934	0.015605579	0.017830972	0.011128101	0.011472624	0.016647443	0.011515036	0.011972344	0.14993756	0.260384018	0.045669072	0.013597424	0.014128579	0.015070073	0.0143261	0.076883978	0.117016105	0.013043173	0.102160293	0.177224934	0.170511487
cg06538345	0.778816296	0.67476018	0.747934267	0.766926687	0.603139193	0.842230157	0.780810481	0.834239288	0.805358846	0.71343498	0.750307489	0.812494795	0.768202579	0.913071154	0.731672892	0.663999171	0.72501177	0.706944572	0.619601056	0.793391059	0.863819286	0.602828126	0.67820497	0.797200789	0.833739699	0.803641469	0.768350857	0.745099574	0.761142466	0.621234534	0.641908286	0.615683039	0.431057329	0.450127512
cg06539006	0.560305587	0.613579465	0.612969147	0.680391976	0.629681169	0.644128093	0.736108655	0.639237742	0.703659471	0.55953271	0.598908691	0.585008631	0.675936197	0.652607759	0.567193225	0.727798493	0.64630907	0.643569972	0.590324164	0.676241028	0.568615171	0.617458114	0.472772932	0.560237569	0.715972146	0.762382023	0.664669654	0.577157155	0.728119905	0.527210672	0.633498158	0.685772791	0.404339232	0.309618648
cg06543018	0.089369927	0.109717362	0.070831133	0.065267501	0.08839288	0.121832077	0.080588258	0.041959973	0.072133993	0.072798424	0.074118546	0.056432097	0.082214019	0.078350194	0.091403026	0.192453571	0.188158262	0.068528355	0.094664474	0.069871016	0.056397432	0.349613412	0.478186298	0.187244944	0.067395121	0.081633844	0.097302266	0.037599966	0.105655781	0.384673535	0.114282057	0.295645003	0.514711567	0.489987322
cg06546469	0.699442459	0.576501372	0.766010911	0.740021607	0.619511535	0.711981339	0.781609544	0.712895463	0.751391694	0.744904109	0.726965666	0.650641057	0.710552695	0.786404001	0.757424945	0.498221482	0.566659053	0.713582553	0.612910595	0.802872581	0.717837471	0.598558519	0.517432622	0.597013432	0.804012284	0.875251996	0.733798325	0.787968732	0.66526121	0.521906821	0.705284794	0.561457631	0.400296583	0.38626926
cg06553058	0.858528779	0.891316423	0.93117335	0.859137275	0.945977177	0.916804161	0.918083064	0.763107287	0.898037197	0.899381724	0.871491267	0.86900597	0.939951423	0.903399207	0.897765255	0.812278233	0.841002869	0.94438497	0.933256331	0.927053534	0.937008492	0.532544611	0.633559127	0.689159761	0.926431564	0.907920785	0.841315133	0.845859853	0.694219553	0.648845471	0.926643875	0.683645004	0.503479247	0.519816793
cg06561329	0.175892922	0.183870057	0.159059413	0.136252866	0.305245428	0.114132934	0.239599396	0.152925827	0.182610234	0.102468986	0.161876246	0.156156138	0.211344542	0.111162933	0.109321097	0.319029156	0.250076303	0.24261023	0.296400628	0.181080949	0.172692202	0.364980895	0.44853063	0.267056601	0.136570715	0.247853679	0.23558035	0.109137048	0.273329668	0.342595148	0.30002843	0.364079086	0.473927728	0.405364963
cg06580966	0.756271062	0.670625031	0.699872985	0.729278483	0.633959898	0.776594306	0.678282435	0.558778902	0.670749445	0.60414411	0.49939738	0.52152286	0.692439756	0.73512004	0.731231382	0.72101715	0.723364535	0.630209685	0.527341262	0.620718612	0.713309753	0.579766825	0.391157262	0.480857936	0.6129314	0.68912064	0.593914112	0.776572299	0.507513697	0.544099163	0.652744598	0.564479336	0.272902753	0.280008717
cg06585233	0.105286467	0.166153624	0.123605973	0.076694454	0.104829167	0.077404635	0.054969774	0.065908551	0.06640177	0.069162353	0.051418429	0.101359237	0.094922092	0.092434984	0.079493065	0.095904146	0.165337617	0.113944393	0.138472	0.068721514	0.051319365	0.370309826	0.519177079	0.226698649	0.069798837	0.084443173	0.107700489	0.072910402	0.176277616	0.318643044	0.130834724	0.249270204	0.417125962	0.469218626
cg06588201	0.079438884	0.117650408	0.04715561	0.066328317	0.101748926	0.034792233	0.053142998	0.09582693	0.063583506	0.047644714	0.062541048	0.11689335	0.091770363	0.149862137	0.075800892	0.051151126	0.054774224	0.067572413	0.126911118	0.048533842	0.040834282	0.266327853	0.352663016	0.226385341	0.062828128	0.043525159	0.085991689	0.055865054	0.10242047	0.284812321	0.096364411	0.136440421	0.384921778	0.414414843
cg06606386	0.139677393	0.147918986	0.12574599	0.10545839	0.127065166	0.154019774	0.118897491	0.123896178	0.145529399	0.149551448	0.097372893	0.116845658	0.103209807	0.135637301	0.132535841	0.14327749	0.124415704	0.107272223	0.097935573	0.153534388	0.100437115	0.284605696	0.294889293	0.147032049	0.118221501	0.16492178	0.111648177	0.093066851	0.127608532	0.277187363	0.152776071	0.126794537	0.476485695	0.537660081
cg06611115	0.761618543	0.800449474	0.818088428	0.785932409	0.850576695	0.664736174	0.75299374	0.813009516	0.647988547	0.839705795	0.713088569	0.74416856	0.779258558	0.732526019	0.767516634	0.760856758	0.81716908	0.827266143	0.857835432	0.757964575	0.75059129	0.803873479	0.567255878	0.684895856	0.779100866	0.819699034	0.805991004	0.749503213	0.803720099	0.622000224	0.845892328	0.790077406	0.498723822	0.450185852
cg06617217	0.824228328	0.794631867	0.794603876	0.624168782	0.742717507	0.551590083	0.829218486	0.768744975	0.80947495	0.629158912	0.527614034	0.578153648	0.8009313	0.731303148	0.814233643	0.751441485	0.738748733	0.846195843	0.799698968	0.812212208	0.808604267	0.632861009	0.583485137	0.704486013	0.78569719	0.803019357	0.787102207	0.836556765	0.68566375	0.605987687	0.833055149	0.52814846	0.43928795	0.46050534
cg06621027	0.353747009	0.444220181	0.456357449	0.599142409	0.349972507	0.451466926	0.537067985	0.388083606	0.354966935	0.424100278	0.327116916	0.47327313	0.535424897	0.324807793	0.408937713	0.301449802	0.55014234	0.482064756	0.44375465	0.438072012	0.310379464	0.315170674	0.32742037	0.449730529	0.493646506	0.513005395	0.341216516	0.423897209	0.427782545	0.366356324	0.398394702	0.343766422	0.241143373	0.257968333
cg06622151	0.084761811	0.125870936	0.086119231	0.03987717	0.085635342	0.034074939	0.035090369	0.043792465	0.042118327	0.08559667	0.045157717	0.042376528	0.063203889	0.030738083	0.046244451	0.1427825	0.040170852	0.124938551	0.219997128	0.066261401	0.119398267	0.412834526	0.524434633	0.276931694	0.035768573	0.046090229	0.049076057	0.030026975	0.227466145	0.402671551	0.072613873	0.303861863	0.536088783	0.549043249
cg06640374	0.753544217	0.773493784	0.772859318	0.852531215	0.813953387	0.777631611	0.82330991	0.772420283	0.85303575	0.761650534	0.791371205	0.702604341	0.856728977	0.760300172	0.80177984	0.720953676	0.77284626	0.78482134	0.790696461	0.826140183	0.805715409	0.652502183	0.531267785	0.626646688	0.806615794	0.770268243	0.764239506	0.813952374	0.799402712	0.549236072	0.760921799	0.619133245	0.424232	0.342072448
cg06643951	0.675821534	0.706601361	0.724045002	0.830793476	0.714303837	0.824099635	0.803096569	0.78005001	0.806416206	0.803105728	0.778400595	0.739171679	0.772854902	0.797187781	0.810679819	0.817371158	0.806660013	0.72879616	0.668178424	0.825453475	0.764607338	0.584247959	0.55571685	0.663621101	0.856740463	0.840176336	0.769007106	0.66019462	0.72218158	0.616220784	0.74337804	0.636590689	0.51493568	0.473278765
